"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"5574","Larceny","200  Thurber St","12/18/2015",200,"THURBER ST","200  THURBER ST ",-76.1358144736171,43.0180367993786
"5575","Larceny","2000  Erie Blvd E","12/18/2015",2000,"ERIE BLVD E","2000  ERIE BLVD E ",-76.1150106160706,43.0510369667133
"5576","Larceny","100  Shonnard St","12/18/2015",100,"SHONNARD ST","100  SHONNARD ST ",-76.1575228726892,43.0416698509171
"5577","Larceny","0  Destiny Usa Dr","12/18/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5578","Larceny","0  Destiny Usa Dr","12/18/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5579","Larceny","0  Destiny Usa Dr","12/18/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5580","Robbery","100  Fineview Pl","12/18/2015",100,"FINEVIEW PL","100  FINEVIEW PL ",-76.1414770422894,43.0372405111342
"5581","Burglary","1200  Milton Av","12/17/2015",1200,"MILTON AVE","1200  MILTON AV ",-76.1967498599363,43.0588393950705
"5582","Burglary","200  Fitch St","12/17/2015",200,"FITCH ST","200  FITCH ST ",-76.1692198314232,43.0362349370267
"5583","Larceny","200  Strathmore Dr","12/17/2015",200,"STRATHMORE DR","200  STRATHMORE DR ",-76.1707569563988,43.022581550718
"5584","Larceny","300  Warner Av","12/17/2015",300,"WARNER AVE","300  WARNER AV ",-76.1466388794696,43.0223022439133
"5585","Larceny","300  Warner Av","12/17/2015",300,"WARNER AVE","300  WARNER AV ",-76.1466388794696,43.0223022439133
"5586","Larceny","1700  W Genesee St","12/17/2015",1700,"W GENESEE ST","1700  W GENESEE ST ",-76.1893460652938,43.0519130224447
"5587","Larceny","800  Ackerman Av","12/17/2015",800,"ACKERMAN AVE","800  ACKERMAN AV ",-76.1243851504626,43.0365387974449
"5588","Larceny","0  Destiny Usa Dr","12/17/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5589","Larceny","0  Destiny Usa Dr","12/17/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5590","Larceny","100  W Glen Av","12/17/2015",100,"W GLEN AVE","100  W GLEN AV ",-76.143180832978,43.0055965181385
"5591","Larceny","0  Destiny Usa Dr","12/17/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5592","Larceny","100  Maplehurst Av","12/17/2015",100,"MAPLEHURST AVE","100  MAPLEHURST AV ",-76.1365742463736,43.0779499680156
"5593","Larceny","2600  E Fayette St","12/17/2015",2600,"E FAYETTE ST","2600  E FAYETTE ST ",-76.1082145126917,43.0484165784803
"5594","Larceny","200  Strathmore Dr","12/17/2015",200,"STRATHMORE DR","200  STRATHMORE DR ",-76.1707569563988,43.022581550718
"5595","Vehicle theft","100  Dablon Ct","12/17/2015",100,"DABLON CT","100  DABLON CT ",-76.1448582278994,43.0414065009121
"5596","Aggravated assault","200  Rowland St","12/16/2015",200,"ROWLAND ST","200  ROWLAND ST ",-76.1722313961528,43.035552182085
"5597","Aggravated assault","400  South Av","12/16/2015",400,"SOUTH AVE","400  SOUTH AV ",-76.158912774041,43.0353246691612
"5598","Burglary","100  Fernwood Av","12/16/2015",100,"FERNWOOD AVE","100  FERNWOOD AV ",-76.1468023484292,43.0231094045338
"5599","Burglary","300  Grant Av","12/16/2015",300,"GRANT AVE","300  GRANT AV ",-76.1753620441943,43.0318623166245
"5600","Burglary","100  Intrepid Ln","12/16/2015",100,"INTREPID LN","100  INTREPID LN ",-76.1300695806721,43.0033672978485
"5601","Burglary","1600  S Geddes St","12/16/2015",1600,"S GEDDES ST","1600  S GEDDES ST ",-76.1753620441943,43.0318623166245
"5602","Burglary","300  W Onondaga St","12/16/2015",300,"W ONONDAGA ST","300  W ONONDAGA ST ",-76.1546680399892,43.0425821965474
"5603","Larceny","200  Lincoln Park Dr","12/16/2015",200,"LINCOLN PARK DR","200  LINCOLN PARK DR ",-76.1305312107096,43.0578958605538
"5604","Larceny","900  Wolf St","12/16/2015",900,"WOLF ST","900  WOLF ST ",-76.1590809300088,43.0781208006851
"5605","Larceny","0  Destiny Usa Dr","12/16/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5606","Larceny","2900  James St","12/16/2015",2900,"JAMES ST","2900  JAMES ST ",-76.1063758780565,43.068852719843
"5607","Larceny","200  Rigi Av","12/16/2015",200,"RIGI AVE","200  RIGI AV ",-76.1042328741851,43.0708810784517
"5608","Larceny","200  Lincoln Park Dr","12/16/2015",200,"LINCOLN PARK DR","200  LINCOLN PARK DR ",-76.1305312107096,43.0578958605538
"5609","Robbery","1500  S Salina St","12/16/2015",1500,"S SALINA ST","1500  S SALINA ST ",-76.148279174954,43.0318349473845
"5610","Vehicle theft","1200  Almond St","12/16/2015",1200,"ALMOND ST","1200  ALMOND ST ",-76.1422311433865,43.0395137978507
"5611","Aggravated assault","1000  Tyson Pl","12/15/2015",1000,"TYSON PL","1000  TYSON PL ",-76.1015894621027,43.0710174085756
"5612","Aggravated assault","100  Ainsley Dr","12/15/2015",100,"AINSLEY DR","100  AINSLEY DR ",-76.1337782164788,43.0110408513458
"5613","Aggravated assault","100  Stafford Av","12/15/2015",100,"STAFFORD AVE","100  STAFFORD AV ",-76.1127510756098,43.0685482101259
"5614","Burglary","200  Grand Av","12/15/2015",200,"GRAND AVE","200  GRAND AV ",-76.1738698511063,43.0396564464598
"5615","Burglary","300  Lodi St","12/15/2015",300,"LODI ST","300  LODI ST ",-76.1330589168687,43.05238067231
"5616","Burglary","200  Cleveland Av","12/15/2015",200,"CLEVELAND AVE","200  CLEVELAND AV ",-76.1459689872517,43.0692443096406
"5618","Larceny","4100  S Salina St","12/15/2015",4100,"S SALINA ST","4100  S SALINA ST ",-76.1425438631157,43.0088377895103
"5619","Larceny","300  Seymour St","12/15/2015",300,"SEYMOUR ST","300  SEYMOUR ST ",-76.1603902753616,43.0424384642626
"5620","Larceny","0  Destiny Usa Dr","12/15/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5621","Larceny","500  Marcellus St","12/15/2015",500,"MARCELLUS ST","500  MARCELLUS ST ",-76.1652213533121,43.0461451532269
"5622","Larceny","0  Destiny Usa Dr","12/15/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5623","Larceny","100  Green St","12/15/2015",100,"GREEN ST","100  GREEN ST ",-76.1420648335596,43.0533299362022
"5624","Larceny","200  Hier Av","12/15/2015",200,"HIER AVE","200  HIER AV ",-76.140570719773,43.0641002832629
"5625","Larceny","0  Destiny Usa Dr","12/15/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5626","Larceny","400  Euclid Av","12/15/2015",400,"EUCLID AVE","400  EUCLID AV ",-76.1269181364312,43.0364130941272
"5627","Larceny","500  Pacific Av","12/15/2015",500,"PACIFIC AVE","500  PACIFIC AV ",-76.1528840486765,43.0082223506182
"5628","Larceny","1200  Almond St","12/15/2015",1200,"ALMOND ST","1200  ALMOND ST ",-76.1422311433865,43.0395137978507
"5629","Larceny","900  Lancaster Av","12/15/2015",900,"LANCASTER AVE","900  LANCASTER AV ",-76.1229473818441,43.0342895720028
"5630","Vehicle theft","200  Rider Av","12/15/2015",200,"RIDER AVE","200  RIDER AV ",-76.1805748109472,43.0298722784121
"5631","Aggravated assault","400  Comstock Av","12/14/2015",400,"COMSTOCK AVE","400  COMSTOCK AV ",-76.1303716373965,43.0426170902635
"5632","Burglary","4700  S Salina St","12/14/2015",4700,"S SALINA ST","4700  S SALINA ST ",-76.1428149431084,43.0020694967977
"5633","Burglary","400  W Onondaga St","12/14/2015",400,"W ONONDAGA ST","400  W ONONDAGA ST ",-76.1573165417768,43.0406443618392
"5634","Burglary","200  Ashworth Pl","12/14/2015",200,"ASHWORTH PL","200  ASHWORTH PL ",-76.1320863527267,43.0477036543971
"5635","Burglary","500  Nottingham Rd","12/14/2015",500,"NOTTINGHAM RD","500  NOTTINGHAM RD ",-76.111275525037,43.0258772251334
"5636","Burglary","200  Herald Pl","12/14/2015",200,"HERALD PL","200  HERALD PL ",-76.1534824732261,43.0533332409567
"5637","Larceny","200  Lakeview Av","12/14/2015",200,"LAKEVIEW AVE","200  LAKEVIEW AV ",-76.1776287080114,43.0503011341452
"5638","Larceny","700  First North St","12/14/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"5639","Larceny","800  Turtle St","12/14/2015",800,"TURTLE ST","800  TURTLE ST ",-76.1562088696844,43.0738438362667
"5640","Larceny","100  Ballantyne Rd","12/14/2015",100,"BALLANTYNE RD","100  BALLANTYNE RD ",-76.1421660170882,43.0107095503917
"5641","Larceny","200  Cleveland Av","12/14/2015",200,"CLEVELAND AVE","200  CLEVELAND AV ",-76.1459689872517,43.0692443096406
"5642","Larceny","700  Irving Av","12/14/2015",700,"IRVING AVE","700  IRVING AV ",-76.1378363664705,43.0426740187497
"5643","Robbery","1600  Grant Blvd","12/14/2015",1600,"GRANT BLVD","1600  GRANT BLVD ",-76.1380636468221,43.0723295114772
"5644","Vehicle theft","200  Ostrom Av","12/14/2015",200,"OSTROM AVE","200  OSTROM AV ",-76.1290068708881,43.0453015794004
"5645","Aggravated assault","600  N Geddes St","12/13/2015",600,"N GEDDES ST","600  N GEDDES ST ",-76.1704977465244,43.0548886057615
"5646","Burglary","800  Ackerman Av","12/13/2015",800,"ACKERMAN AVE","800  ACKERMAN AV ",-76.1243851504626,43.0365387974449
"5647","Burglary","1500  Meadowbrook Dr","12/13/2015",1500,"MEADOWBROOK DR","1500  MEADOWBROOK DR ",-76.1048352242717,43.0409604653977
"5648","Larceny","300  N Clinton St","12/13/2015",300,"N CLINTON ST","300  N CLINTON ST ",-76.1535054141816,43.0523782143337
"5649","Larceny","2000  Grant Blvd","12/13/2015",2000,"GRANT BLVD","2000  GRANT BLVD ",-76.1425369337845,43.0724476392592
"5650","Larceny","100  Remington Av","12/13/2015",100,"REMINGTON AVE","100  REMINGTON AV ",-76.1332463586678,43.0185527267954
"5651","Larceny","1200  Harrison St","12/13/2015",1200,"HARRISON ST","1200  HARRISON ST ",-76.1305231843898,43.0441503568334
"5652","Vehicle theft","200  Howard St","12/13/2015",200,"HOWARD ST","200  HOWARD ST ",-76.1391369800784,43.0521972582215
"5653","Vehicle theft","200  Kensington Pl","12/13/2015",200,"KENSINGTON PL","200  KENSINGTON PL ",-76.119794396447,43.0303541379458
"5654","Aggravated assault","500  Vine St","12/12/2015",500,"VINE ST","500  VINE ST ",-76.1256544833359,43.0580882665144
"5655","Burglary","3500  James St","12/12/2015",3500,"JAMES ST","3500  JAMES ST ",-76.0989190099407,43.0691997808824
"5656","Burglary","900  Madison St","12/12/2015",900,"MADISON ST","900  MADISON ST ",-76.134362476362,43.045346015456
"5657","Burglary","100  Rider Av","12/12/2015",100,"RIDER AVE","100  RIDER AV ",-76.180757881877,43.0326395155467
"5658","Larceny","500  Spencer St","12/12/2015",500,"SPENCER ST","500  SPENCER ST ",-76.1659153565701,43.0568628931622
"5659","Larceny","100  Lafayette Rd","12/12/2015",100,"LAFAYETTE RD","100  LAFAYETTE RD ",-76.1291982498981,43.0012270241094
"5660","Larceny","400  Butternut St","12/12/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"5661","Larceny","1600  Spring St","12/12/2015",1600,"SPRING ST","1600  SPRING ST ",-76.1626597269088,43.0733011758206
"5662","Larceny","600  Walnut Av","12/12/2015",600,"WALNUT AVE","600  WALNUT AV ",-76.1321449078932,43.0453270138265
"5663","Larceny","1500  Meadowbrook Dr","12/12/2015",1500,"MEADOWBROOK DR","1500  MEADOWBROOK DR ",-76.1048352242717,43.0409604653977
"5664","Larceny","0  Destiny Usa Dr","12/12/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5665","Larceny","0  Destiny Usa Dr","12/12/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5666","Larceny","700  Ackerman Av","12/12/2015",700,"ACKERMAN AVE","700  ACKERMAN AV ",-76.1245415383764,43.0382600589614
"5667","Larceny","200  Markland Av","12/12/2015",200,"MARKLAND AVE","200  MARKLAND AV ",-76.1796006394283,43.0317126983362
"5668","Larceny","300  W Seneca Tpke","12/12/2015",300,"W SENECA TPKE","300  W SENECA TPKE ",-76.1506972162168,43.0017327651077
"5669","Larceny","700  S Crouse Av","12/12/2015",700,"S CROUSE AVE","700  S CROUSE AV ",-76.136643799394,43.0426662880795
"5670","Larceny","900  Ackerman Av","12/12/2015",900,"ACKERMAN AVE","900  ACKERMAN AV ",-76.1241765113057,43.0342310508428
"5671","Larceny","900  Ackerman Av","12/12/2015",900,"ACKERMAN AVE","900  ACKERMAN AV ",-76.1241765113057,43.0342310508428
"5672","Larceny","400  Kensington Rd","12/12/2015",400,"KENSINGTON RD","400  KENSINGTON RD ",-76.1198580523525,43.0316036665085
"5673","Larceny","500  Spencer St","12/12/2015",500,"SPENCER ST","500  SPENCER ST ",-76.1659153565701,43.0568628931622
"5674","Aggravated assault","100  N Edwards Av","12/11/2015",100,"N EDWARDS AVE","100  N EDWARDS AV ",-76.106465883635,43.0688480347693
"5675","Aggravated assault","600  S Geddes St","12/11/2015",600,"S GEDDES ST","600  S GEDDES ST ",-76.1716498771248,43.0419056768703
"5676","Burglary","400  W Division St","12/11/2015",400,"W DIVISION ST","400  W DIVISION ST ",-76.1600055758254,43.0581543166784
"5677","Burglary","300  Columbus Av","12/11/2015",300,"COLUMBUS AVE","300  COLUMBUS AV ",-76.1214067644089,43.0471166682725
"5678","Burglary","100  Richmond Av","12/11/2015",100,"RICHMOND AVE","100  RICHMOND AV ",-76.1662156647587,43.0500033145899
"5679","Larceny","300  S Salina St","12/11/2015",300,"S SALINA ST","300  S SALINA ST ",-76.1522226474308,43.0486918177446
"5680","Larceny","700  First North St","12/11/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"5681","Larceny","2500  Erie Blvd E","12/11/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"5682","Larceny","200  Lafayette Rd","12/11/2015",200,"LAFAYETTE RD","200  LAFAYETTE RD ",-76.1311473656575,42.9983945965559
"5683","Larceny","4300  S Salina St","12/11/2015",4300,"S SALINA ST","4300  S SALINA ST ",-76.1430296249449,43.0069866772238
"5684","Larceny","400  Comstock Av","12/11/2015",400,"COMSTOCK AVE","400  COMSTOCK AV ",-76.1303716373965,43.0426170902635
"5685","Vehicle theft","800  Butternut St","12/11/2015",800,"BUTTERNUT ST","800  BUTTERNUT ST ",-76.1448984978689,43.0616807267208
"5686","Aggravated assault","1200  Almond St","12/10/2015",1200,"ALMOND ST","1200  ALMOND ST ",-76.1422311433865,43.0395137978507
"5687","Aggravated assault","500  S Salina St","12/10/2015",500,"S SALINA ST","500  S SALINA ST ",-76.1522721403708,43.0443214972217
"5688","Burglary","500  Columbus Av","12/10/2015",500,"COLUMBUS AVE","500  COLUMBUS AV ",-76.1208110393131,43.0439661322428
"5689","Burglary","400  Richmond Av","12/10/2015",400,"RICHMOND AVE","400  RICHMOND AV ",-76.1730099442136,43.0502158055642
"5690","Burglary","600  Court St","12/10/2015",600,"COURT ST","600  COURT ST ",-76.1564227239895,43.0708033657869
"5691","Burglary","400  Greenwood Pl","12/10/2015",400,"GREENWOOD PL","400  GREENWOOD PL ",-76.1216494135813,43.0399483777066
"5692","Burglary","100  Judson St","12/10/2015",100,"JUDSON ST","100  JUDSON ST ",-76.1221261867362,43.0407820341996
"5693","Burglary","100  Redfield Pl","12/10/2015",100,"REDFIELD PL","100  REDFIELD PL ",-76.123242609741,43.0375182337046
"5694","Larceny","1100  Milton Av","12/10/2015",1100,"MILTON AVE","1100  MILTON AV ",-76.1936528103729,43.0580579657094
"5695","Larceny","0  Destiny Usa Dr","12/10/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5696","Larceny","2600  Erie Blvd E","12/10/2015",2600,"ERIE BLVD E","2600  ERIE BLVD E ",-76.1010227797571,43.0538831637548
"5697","Larceny","500  S Clinton St","12/10/2015",500,"S CLINTON ST","500  S CLINTON ST ",-76.1535701159911,43.0470632548416
"5698","Larceny","600  Park Av","12/10/2015",600,"PARK AVE","600  PARK AV ",-76.1661278243853,43.0520892623699
"5699","Larceny","2500  Erie Blvd E","12/10/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"5700","Larceny","800  Erie Blvd W","12/10/2015",800,"ERIE BLVD W","800  ERIE BLVD W ",-76.170821998202,43.0480968845338
"5701","Larceny","100  E Water St","12/10/2015",100,"E WATER ST","100  E WATER ST ",-76.1521856660173,43.0505352123375
"5702","Larceny","1100  N Salina St","12/10/2015",1100,"N SALINA ST","1100  N SALINA ST ",-76.1566874705681,43.064861349553
"5703","Larceny","800  Erie Blvd W","12/10/2015",800,"ERIE BLVD W","800  ERIE BLVD W ",-76.170821998202,43.0480968845338
"5704","Larceny","2500  Erie Blvd E","12/10/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"5705","Robbery","100  Milburn Dr","12/10/2015",100,"MILBURN DR","100  MILBURN DR ",-76.1539763474279,43.0045915418221
"5706","Vehicle theft","100  Sabine St","12/10/2015",100,"SABINE ST","100  SABINE ST ",-76.1654263772831,43.0403307905733
"5707","Aggravated assault","700  James St","12/9/2015",700,"JAMES ST","700  JAMES ST ",-76.1431198683861,43.0549978910387
"5708","Burglary","2900  E Genesee St","12/9/2015",2900,"E GENESEE ST","2900  E GENESEE ST ",-76.1054054293698,43.0425014236423
"5709","Burglary","100  Knaul St","12/9/2015",100,"KNAUL ST","100  KNAUL ST ",-76.1433439278147,43.0663969959583
"5710","Larceny","400  Butternut St","12/9/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"5711","Larceny","1200  Highland St","12/9/2015",1200,"HIGHLAND ST","1200  HIGHLAND ST ",-76.1420450062753,43.0696065412502
"5712","Larceny","700  Ostrom Av","12/9/2015",700,"OSTROM AVE","700  OSTROM AV ",-76.1284587518981,43.0393561910923
"5713","Larceny","800  Ackerman Av","12/9/2015",800,"ACKERMAN AVE","800  ACKERMAN AV ",-76.1243851504626,43.0365387974449
"5714","Larceny","1100  Butternut St","12/9/2015",1100,"BUTTERNUT ST","1100  BUTTERNUT ST ",-76.1433507478936,43.0650511771723
"5715","Larceny","200  Lakeview Av","12/9/2015",200,"LAKEVIEW AVE","200  LAKEVIEW AV ",-76.1776287080114,43.0503011341452
"5717","Robbery","2500  Erie Blvd E","12/9/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"5718","Aggravated assault","100  Knaul St","12/8/2015",100,"KNAUL ST","100  KNAUL ST ",-76.1433439278147,43.0663969959583
"5719","Aggravated assault","1000  N Townsend St","12/8/2015",1000,"N TOWNSEND ST","1000  N TOWNSEND ST ",-76.1519000080642,43.0610407193443
"5720","Burglary","3500  James St","12/8/2015",3500,"JAMES ST","3500  JAMES ST ",-76.0989190099407,43.0691997808824
"5722","Burglary","300  Fobes Av","12/8/2015",300,"FOBES AVE","300  FOBES AV ",-76.1116402999278,43.0735218377978
"5723","Larceny","600  Butternut St","12/8/2015",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"5724","Larceny","2600  James St","12/8/2015",2600,"JAMES ST","2600  JAMES ST ",-76.1100547286967,43.0686776374293
"5725","Larceny","100  Tracy St","12/8/2015",100,"TRACY ST","100  TRACY ST ",-76.1591144357964,43.0510043030121
"5726","Larceny","400  Butternut St","12/8/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"5727","Larceny","400  Butternut St","12/8/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"5728","Larceny","0  Destiny Usa Dr","12/8/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"5729","Larceny","300  Rich St","12/8/2015",300,"RICH ST","300  RICH ST ",-76.1612369952697,43.0333724140664
"5730","Larceny","100  Lafayette Rd","12/8/2015",100,"LAFAYETTE RD","100  LAFAYETTE RD ",-76.1291982498981,43.0012270241094
"5731","Robbery","100  Strand Pl","12/8/2015",100,"STRAND PL","100  STRAND PL ",-76.1487178982608,43.0653183871233
